sr_no,work_category,work_description,state,ida_agency,work_description,mp_name,constituency,image,completion_date,expenditure_amount
75,Normal/Others,Installation of RO System and water cooler in Govt Primary school Balbir Basti,Punjab,FARIDKOT(DEPUTY COMMISSIONER FARIDKOT_IDA),Installation of RO System and water cooler in Govt Primary school Balbir Basti,Sarabjeet Singh Khalsa,FARIDKOT(SC),,2025-04-07,84500.0
76,Normal/Others,Installation of RO System and water cooler in Govt Primary school,Punjab,FARIDKOT(DEPUTY COMMISSIONER FARIDKOT_IDA),Installation of RO System and water cooler in Govt Primary school,Sarabjeet Singh Khalsa,FARIDKOT(SC),,2025-04-07,84500.0
77,Normal/Others,GRAM SULAUNI ME C.C. ROAD NIRMARAN (RADHELAL GHAR SE SULIPALI KI ORE),Chhattisgarh,SAKTI(COLLECTOR SAKTI_IDA),GRAM SULAUNI ME C.C. ROAD NIRMARAN (RADHELAL GHAR SE SULIPALI KI ORE),Kamlesh Jangde,JANJGIR CHAMPA(SC),Images,2024-11-14,800000.0
78,Normal/Others,GRAM ANDA ME C.C. ROAD NIRMARAN ( ASHOK KI KHET SE AAGE KI ORE),Chhattisgarh,SAKTI(COLLECTOR SAKTI_IDA),GRAM ANDA ME C.C. ROAD NIRMARAN ( ASHOK KI KHET SE AAGE KI ORE),Kamlesh Jangde,JANJGIR CHAMPA(SC),Images,2024-11-25,999633.0
79,Normal/Others,GRAM SONIYAPATH ME C.C. ROAD NIRMARAN (SHYAM LAL BHAINA GHAR SE NADI KI ORE),Chhattisgarh,JANJGIR-CHAMPA(DISTRICT COLLECTOR JANJGIR CHAMPA_IDA),GRAM SONIYAPATH ME C.C. ROAD NIRMARAN (SHYAM LAL BHAINA GHAR SE NADI KI ORE),Kamlesh Jangde,JANJGIR CHAMPA(SC),Images,2024-10-28,999941.0
80,Normal/Others,Construction of community building in the Muslim locality.,Chhattisgarh,JANJGIR-CHAMPA(DISTRICT COLLECTOR JANJGIR CHAMPA_IDA),Construction of community building in the Muslim locality.,Kamlesh Jangde,JANJGIR CHAMPA(SC),Images,2024-11-14,598982.0
81,Normal/Others,GRAM DURPA ME C.C. ROAD NIRMARAN (DAURAM SIDAR GHAR SE CHHEDI LAL GHAR KI ORE),Chhattisgarh,JANJGIR-CHAMPA(DISTRICT COLLECTOR JANJGIR CHAMPA_IDA),GRAM DURPA ME C.C. ROAD NIRMARAN (DAURAM SIDAR GHAR SE CHHEDI LAL GHAR KI ORE),Kamlesh Jangde,JANJGIR CHAMPA(SC),Images,2024-11-19,984661.0
82,Normal/Others,CC Road- From Jogiram house to Teejram house.,Chhattisgarh,JANJGIR-CHAMPA(DISTRICT COLLECTOR JANJGIR CHAMPA_IDA),CC Road- From Jogiram house to Teejram house.,Kamlesh Jangde,JANJGIR CHAMPA(SC),Images,2024-12-03,499906.0
83,Normal/Others,Construction of boundary walls,Chhattisgarh,SAKTI(COLLECTOR SAKTI_IDA),Construction of boundary walls,Kamlesh Jangde,JANJGIR CHAMPA(SC),Images,2024-12-31,1000000.0
84,Normal/Others,Installation of Street lights at Gram Panchayat Kothe pakka no 1,Punjab,FARIDKOT(DEPUTY COMMISSIONER FARIDKOT_IDA),Installation of Street lights at Gram Panchayat Kothe pakka no 1,Sarabjeet Singh Khalsa,FARIDKOT(SC),,2025-04-07,100000.0
85,Normal/Others,Installation of Street lights,Punjab,FARIDKOT(DEPUTY COMMISSIONER FARIDKOT_IDA),Installation of Street lights,Sarabjeet Singh Khalsa,FARIDKOT(SC),,2025-04-07,200000.0
86,Normal/Others,Fitting of Sitting RCC Benches in Public Places,Punjab,FARIDKOT(DEPUTY COMMISSIONER FARIDKOT_IDA),Fitting of Sitting RCC Benches in Public Places,Sarabjeet Singh Khalsa,FARIDKOT(SC),,2025-04-07,150000.0
87,Normal/Others,Installation of Street lights,Punjab,FARIDKOT(DEPUTY COMMISSIONER FARIDKOT_IDA),Installation of Street lights,Sarabjeet Singh Khalsa,FARIDKOT(SC),,2025-04-07,200000.0
88,Normal/Others,Installation of Street lights,Punjab,FARIDKOT(DEPUTY COMMISSIONER FARIDKOT_IDA),Installation of Street lights,Sarabjeet Singh Khalsa,FARIDKOT(SC),,2025-04-07,200000.0
89,Normal/Others,Installation of Street lights,Punjab,FARIDKOT(DEPUTY COMMISSIONER FARIDKOT_IDA),Installation of Street lights,Sarabjeet Singh Khalsa,FARIDKOT(SC),,2025-04-07,200000.0
90,Normal/Others,Fitting of Sitting RCC Benches in Public Places at Gram panchayat Nawan Mehmuana,Punjab,FARIDKOT(DEPUTY COMMISSIONER FARIDKOT_IDA),Fitting of Sitting RCC Benches in Public Places at Gram panchayat Nawan Mehmuana,Sarabjeet Singh Khalsa,FARIDKOT(SC),,2025-04-07,150000.0
91,Normal/Others,Fitting of Sitting RCC Benches in Public Places,Punjab,FARIDKOT(DEPUTY COMMISSIONER FARIDKOT_IDA),Fitting of Sitting RCC Benches in Public Places,Sarabjeet Singh Khalsa,FARIDKOT(SC),,2025-04-07,150000.0
92,Normal/Others,Fitting of Sitting RCC Benches in Public Places,Punjab,FARIDKOT(DEPUTY COMMISSIONER FARIDKOT_IDA),Fitting of Sitting RCC Benches in Public Places,Sarabjeet Singh Khalsa,FARIDKOT(SC),,2025-04-07,150000.0
93,Normal/Others,Fitting of Sitting RCC Benches in Public Places,Punjab,FARIDKOT(DEPUTY COMMISSIONER FARIDKOT_IDA),Fitting of Sitting RCC Benches in Public Places,Sarabjeet Singh Khalsa,FARIDKOT(SC),,2025-04-07,150000.0
94,Normal/Others,Fitting of Sitting RCC Benches in Public Places,Punjab,FARIDKOT(DEPUTY COMMISSIONER FARIDKOT_IDA),Fitting of Sitting RCC Benches in Public Places,Sarabjeet Singh Khalsa,FARIDKOT(SC),,2025-04-07,150000.0
95,Normal/Others,Fitting of Sitting RCC Benches in Public Places,Punjab,FARIDKOT(DEPUTY COMMISSIONER FARIDKOT_IDA),Fitting of Sitting RCC Benches in Public Places,Sarabjeet Singh Khalsa,FARIDKOT(SC),,2025-04-07,150000.0
96,Normal/Others,Fitting of Sitting RCC Benches in Public Places,Punjab,FARIDKOT(DEPUTY COMMISSIONER FARIDKOT_IDA),Fitting of Sitting RCC Benches in Public Places,Sarabjeet Singh Khalsa,FARIDKOT(SC),,2025-04-07,150000.0
97,Normal/Others,Fitting of Sitting RCC Benches in Public Places,Punjab,FARIDKOT(DEPUTY COMMISSIONER FARIDKOT_IDA),Fitting of Sitting RCC Benches in Public Places,Sarabjeet Singh Khalsa,FARIDKOT(SC),,2025-04-07,150000.0
98,Normal/Others,Fitting of Sitting RCC Benches in Public Places,Punjab,FARIDKOT(DEPUTY COMMISSIONER FARIDKOT_IDA),Fitting of Sitting RCC Benches in Public Places,Sarabjeet Singh Khalsa,FARIDKOT(SC),,2025-04-07,150000.0
99,Normal/Others,Fitting of Sitting RCC Benches in Public Places,Punjab,FARIDKOT(DEPUTY COMMISSIONER FARIDKOT_IDA),Fitting of Sitting RCC Benches in Public Places,Sarabjeet Singh Khalsa,FARIDKOT(SC),,2025-04-07,150000.0
100,Normal/Others,Fitting of Sitting RCC Benches in Public Places,Punjab,FARIDKOT(DEPUTY COMMISSIONER FARIDKOT_IDA),Fitting of Sitting RCC Benches in Public Places,Sarabjeet Singh Khalsa,FARIDKOT(SC),,2025-04-07,150000.0
101,Normal/Others,Fitting of Sitting RCC Benches in Public Places,Punjab,FARIDKOT(DEPUTY COMMISSIONER FARIDKOT_IDA),Fitting of Sitting RCC Benches in Public Places,Sarabjeet Singh Khalsa,FARIDKOT(SC),,2025-04-07,150000.0
102,Normal/Others,Fitting of Sitting RCC Benches in Public Places,Punjab,FARIDKOT(DEPUTY COMMISSIONER FARIDKOT_IDA),Fitting of Sitting RCC Benches in Public Places,Sarabjeet Singh Khalsa,FARIDKOT(SC),,2025-04-07,150000.0
103,Normal/Others,Fitting of Sitting RCC Benches in Public Places at Gram panchayat Pakka no 4,Punjab,FARIDKOT(DEPUTY COMMISSIONER FARIDKOT_IDA),Fitting of Sitting RCC Benches in Public Places at Gram panchayat Pakka no 4,Sarabjeet Singh Khalsa,FARIDKOT(SC),,2025-04-07,150000.0
104,Normal/Others,Fitting of Sitting RCC Benches in Public Places,Punjab,FARIDKOT(DEPUTY COMMISSIONER FARIDKOT_IDA),Fitting of Sitting RCC Benches in Public Places,Sarabjeet Singh Khalsa,FARIDKOT(SC),,2025-04-07,150000.0
105,Normal/Others,Fitting of Sitting RCC Benches in Public Places at Gram panchayat Pakka no 1,Punjab,FARIDKOT(DEPUTY COMMISSIONER FARIDKOT_IDA),Fitting of Sitting RCC Benches in Public Places at Gram panchayat Pakka no 1,Sarabjeet Singh Khalsa,FARIDKOT(SC),,2025-04-07,150000.0
106,Normal/Others,thirupuvanam town panchayat (mplads 2022-23) 16th ward chinna muthumariamman kovil near mini mast light,Tamil Nadu,SIVAGANGA(DISTRICT COLLECTOR SIVAGANGA_IDA),thirupuvanam town panchayat (mplads 2022-23) 16th ward chinna muthumariamman kovil near mini mast light,Karti P Chidambaram,SIVAGANGA,Images,2024-09-24,500000.0
107,Normal/Others,"CC road nirman, kirtu verma ke byara se main road tak, Village Sontara, Block Tilda, Dist Raipur",Chhattisgarh,RAIPUR(DISTRICT COLLECTOR RAIPUR_IDA),"CC road nirman, kirtu verma ke byara se main road tak, Village Sontara, Block Tilda, Dist Raipur",Brijmohan Agrawal,RAIPUR,Images,2025-05-29,1000000.0
108,Normal/Others,"CC road nirman, Rakesh ke ghar se Hemnath ke ghar tak, Gram Janjgira, Block Tilda, Dist Raipur",Chhattisgarh,RAIPUR(DISTRICT COLLECTOR RAIPUR_IDA),"CC road nirman, Rakesh ke ghar se Hemnath ke ghar tak, Gram Janjgira, Block Tilda, Dist Raipur",Brijmohan Agrawal,RAIPUR,Images,2025-05-29,1000000.0
109,Normal/Others,Installation of RO System At Govt. primary School Sodhi Nagar (Capacity 500 Ltrs),Punjab,FEROZEPUR(DEPUTY COMMISSIONER FIROZEPUR_IDA),Installation of RO System At Govt. primary School Sodhi Nagar (Capacity 500 Ltrs),Sher Singh Ghubaya,FIROZPUR,,2024-12-30,232297.0
110,Normal/Others,Installation of RO System At Govt. Primary School Bhamba Landa (Capacity 500 Ltrs),Punjab,FEROZEPUR(DEPUTY COMMISSIONER FIROZEPUR_IDA),Installation of RO System At Govt. Primary School Bhamba Landa (Capacity 500 Ltrs),Sher Singh Ghubaya,FIROZPUR,,2024-12-30,232415.0
111,Normal/Others,Installation of RO System At Govt. High School Sodhi Nagar (Capacity 500 Ltrs),Punjab,FEROZEPUR(DEPUTY COMMISSIONER FIROZEPUR_IDA),Installation of RO System At Govt. High School Sodhi Nagar (Capacity 500 Ltrs),Sher Singh Ghubaya,FIROZPUR,,2024-12-30,232062.0
112,Normal/Others,Installation of RO System At Govt. Primary School Sodhe Wala (Capacity 500 Ltrs),Punjab,FEROZEPUR(DEPUTY COMMISSIONER FIROZEPUR_IDA),Installation of RO System At Govt. Primary School Sodhe Wala (Capacity 500 Ltrs),Sher Singh Ghubaya,FIROZPUR,,2025-03-18,232415.0
113,Normal/Others,Installation of RO System At Govt. High School Kot Karor Kalan (Capacity 500 Ltrs),Punjab,FEROZEPUR(DEPUTY COMMISSIONER FIROZEPUR_IDA),Installation of RO System At Govt. High School Kot Karor Kalan (Capacity 500 Ltrs),Sher Singh Ghubaya,FIROZPUR,,2024-12-30,232650.0
114,Normal/Others,Installation of RO System At Govt. Middal School Sulhani (Capacity 500 Ltrs),Punjab,FEROZEPUR(DEPUTY COMMISSIONER FIROZEPUR_IDA),Installation of RO System At Govt. Middal School Sulhani (Capacity 500 Ltrs),Sher Singh Ghubaya,FIROZPUR,,2025-01-07,232767.0
115,Normal/Others,Installation of RO System At Govt. Sen. Sec. (Girls) School Mamdot (Capacity 500 Ltrs),Punjab,FEROZEPUR(DEPUTY COMMISSIONER FIROZEPUR_IDA),Installation of RO System At Govt. Sen. Sec. (Girls) School Mamdot (Capacity 500 Ltrs),Sher Singh Ghubaya,FIROZPUR,,2024-12-30,232767.0
116,Normal/Others,Installation of RO System At Govt. Primary School Jawahar Singh Wala (Capacity 500 Ltrs),Punjab,FEROZEPUR(DEPUTY COMMISSIONER FIROZEPUR_IDA),Installation of RO System At Govt. Primary School Jawahar Singh Wala (Capacity 500 Ltrs),Sher Singh Ghubaya,FIROZPUR,,2024-12-30,231710.0
117,Normal/Others,Installation of RO System At Govt. Primary School Bhure Kalan (Capacity 500 Ltrs),Punjab,FEROZEPUR(DEPUTY COMMISSIONER FIROZEPUR_IDA),Installation of RO System At Govt. Primary School Bhure Kalan (Capacity 500 Ltrs),Sher Singh Ghubaya,FIROZPUR,,2025-01-08,232497.0
118,Normal/Others,Installation of RO System At Govt. High School Wahge wala (Capacity 500 Ltrs),Punjab,FEROZEPUR(DEPUTY COMMISSIONER FIROZEPUR_IDA),Installation of RO System At Govt. High School Wahge wala (Capacity 500 Ltrs),Sher Singh Ghubaya,FIROZPUR,,2024-12-30,232650.0
119,Normal/Others,Installation of RO System At Govt. Middal School Jamitpur Dheru (Capacity 500 Ltrs),Punjab,FEROZEPUR(DEPUTY COMMISSIONER FIROZEPUR_IDA),Installation of RO System At Govt. Middal School Jamitpur Dheru (Capacity 500 Ltrs),Sher Singh Ghubaya,FIROZPUR,,2024-12-30,231240.0
120,Normal/Others,Installation of RO System At Govt. Primary School Jamitpur Dheru(Capacity 500 Ltrs),Punjab,FEROZEPUR(DEPUTY COMMISSIONER FIROZEPUR_IDA),Installation of RO System At Govt. Primary School Jamitpur Dheru(Capacity 500 Ltrs),Sher Singh Ghubaya,FIROZPUR,,2024-12-30,232650.0
121,Normal/Others,Installation of RO System At Govt. Primary School Ferozeshah (Capacity 500 Ltrs),Punjab,FEROZEPUR(DEPUTY COMMISSIONER FIROZEPUR_IDA),Installation of RO System At Govt. Primary School Ferozeshah (Capacity 500 Ltrs),Sher Singh Ghubaya,FIROZPUR,,2024-12-30,232297.0
122,Normal/Others,Installation of RO System At Govt. Adarsh Sen. Sec. School Bukan Khan wala (Capacity 500 Ltrs),Punjab,FEROZEPUR(DEPUTY COMMISSIONER FIROZEPUR_IDA),Installation of RO System At Govt. Adarsh Sen. Sec. School Bukan Khan wala (Capacity 500 Ltrs),Sher Singh Ghubaya,FIROZPUR,,2024-12-30,232532.0
123,Normal/Others,Installation of RO System At Govt. Middal School Lohgarh (Capacity 500 Ltrs),Punjab,FEROZEPUR(DEPUTY COMMISSIONER FIROZEPUR_IDA),Installation of RO System At Govt. Middal School Lohgarh (Capacity 500 Ltrs),Sher Singh Ghubaya,FIROZPUR,,2024-12-30,233002.0
124,Normal/Others,Installation of RO System At Govt. Primary School Basti Ram Lal (Maste Ke)(Capacity 500 Ltrs),Punjab,FEROZEPUR(DEPUTY COMMISSIONER FIROZEPUR_IDA),Installation of RO System At Govt. Primary School Basti Ram Lal (Maste Ke)(Capacity 500 Ltrs),Sher Singh Ghubaya,FIROZPUR,,2024-12-30,231827.0
125,Normal/Others,Installation of RO System Capacity 500 Ltrs. at Govt. Primary School Village Sher Khan Wala,Punjab,FEROZEPUR(DEPUTY COMMISSIONER FIROZEPUR_IDA),Installation of RO System Capacity 500 Ltrs. at Govt. Primary School Village Sher Khan Wala,Sher Singh Ghubaya,FIROZPUR,,2024-12-30,232180.0
126,Normal/Others,Installation of RO System Capacity 500 Ltrs. at Govt. Middle School Village Mahalam,Punjab,FEROZEPUR(DEPUTY COMMISSIONER FIROZEPUR_IDA),Installation of RO System Capacity 500 Ltrs. at Govt. Middle School Village Mahalam,Sher Singh Ghubaya,FIROZPUR,,2024-12-30,232415.0
127,Normal/Others,Installation of RO System Capacity 500 Ltrs. at Govt. Primary School Village Ale Wala,Punjab,FEROZEPUR(DEPUTY COMMISSIONER FIROZEPUR_IDA),Installation of RO System Capacity 500 Ltrs. at Govt. Primary School Village Ale Wala,Sher Singh Ghubaya,FIROZPUR,,2024-12-30,232062.0
128,Normal/Others,Installation of RO System Capacity 500 Ltrs. at Govt. Primary School Village Kabbar Wachha,Punjab,FEROZEPUR(DEPUTY COMMISSIONER FIROZEPUR_IDA),Installation of RO System Capacity 500 Ltrs. at Govt. Primary School Village Kabbar Wachha,Sher Singh Ghubaya,FIROZPUR,,2024-12-30,232650.0
129,Normal/Others,Installation of RO System Capacity 500 Ltrs. at Govt. Sen. Sec. School Village Sher Khan Wala,Punjab,FEROZEPUR(DEPUTY COMMISSIONER FIROZEPUR_IDA),Installation of RO System Capacity 500 Ltrs. at Govt. Sen. Sec. School Village Sher Khan Wala,Sher Singh Ghubaya,FIROZPUR,,2024-12-30,232415.0
130,Normal/Others,Installation of RO System Capacity 500 Ltrs. at Govt. Sen. Sec. School Ghall Khurd,Punjab,FEROZEPUR(DEPUTY COMMISSIONER FIROZEPUR_IDA),Installation of RO System Capacity 500 Ltrs. at Govt. Sen. Sec. School Ghall Khurd,Sher Singh Ghubaya,FIROZPUR,,2024-12-30,232697.0
131,Normal/Others,Installation of RO System Capacity 500 Ltrs. at Govt. Sen. Sec. School Boys Mudki City,Punjab,FEROZEPUR(DEPUTY COMMISSIONER FIROZEPUR_IDA),Installation of RO System Capacity 500 Ltrs. at Govt. Sen. Sec. School Boys Mudki City,Sher Singh Ghubaya,FIROZPUR,,2024-12-30,232180.0
132,Normal/Others,Installation of RO System Capacity 500 Ltrs. at Govt. Middle School Village Kabbar wachha,Punjab,FEROZEPUR(DEPUTY COMMISSIONER FIROZEPUR_IDA),Installation of RO System Capacity 500 Ltrs. at Govt. Middle School Village Kabbar wachha,Sher Singh Ghubaya,FIROZPUR,,2024-12-30,232415.0
133,Normal/Others,Installation of RO System Capacity 500 Ltrs. at Govt. Sen. Sec. Smart School Mana Singh Wala,Punjab,FEROZEPUR(DEPUTY COMMISSIONER FIROZEPUR_IDA),Installation of RO System Capacity 500 Ltrs. at Govt. Sen. Sec. Smart School Mana Singh Wala,Sher Singh Ghubaya,FIROZPUR,,2024-12-30,232415.0
134,Normal/Others,Installation of RO System Capacity 500 Ltrs. at Govt. Girls Sen. Sec. School Mudki City,Punjab,FEROZEPUR(DEPUTY COMMISSIONER FIROZEPUR_IDA),Installation of RO System Capacity 500 Ltrs. at Govt. Girls Sen. Sec. School Mudki City,Sher Singh Ghubaya,FIROZPUR,,2024-12-30,232415.0
135,Normal/Others,Purchase of Mobile Water tanker Capacity 3000 Ltrs.at Village Chak Bur Wala,Punjab,FEROZEPUR(DEPUTY COMMISSIONER FIROZEPUR_IDA),Purchase of Mobile Water tanker Capacity 3000 Ltrs.at Village Chak Bur Wala,Sher Singh Ghubaya,FIROZPUR,,2025-04-04,241056.0
136,Normal/Others,Purchase of Mobile Water tanker Capacity 3000 Ltrs.at Village Kutti,Punjab,FEROZEPUR(DEPUTY COMMISSIONER FIROZEPUR_IDA),Purchase of Mobile Water tanker Capacity 3000 Ltrs.at Village Kutti,Sher Singh Ghubaya,FIROZPUR,,2025-04-04,240833.0
137,Normal/Others,Installation of Two Interactive panel for Smart Class in Govt High school Dhimanwali,Punjab,FARIDKOT(DEPUTY COMMISSIONER FARIDKOT_IDA),Installation of Two Interactive panel for Smart Class in Govt High school Dhimanwali,Sarabjeet Singh Khalsa,FARIDKOT(SC),,2025-05-07,250000.0
138,Normal/Others,"CC road nirman, Radheshyam ke ghar se Kadhiya road tak, Gram Bharuwadih kala, Block Tilda, Dist Raipur",Chhattisgarh,RAIPUR(DISTRICT COLLECTOR RAIPUR_IDA),"CC road nirman, Radheshyam ke ghar se Kadhiya road tak, Gram Bharuwadih kala, Block Tilda, Dist Raipur",Brijmohan Agrawal,RAIPUR,Images,2025-05-29,1000000.0
139,Normal/Others,GRAM JUDGA ME C.C. ROAD NIRMARAN ( SHIV PRASAD KAWAR GHAR SE BASTI KI ORE),Chhattisgarh,SAKTI(COLLECTOR SAKTI_IDA),GRAM JUDGA ME C.C. ROAD NIRMARAN ( SHIV PRASAD KAWAR GHAR SE BASTI KI ORE),Kamlesh Jangde,JANJGIR CHAMPA(SC),Images,2024-11-28,1000000.0
140,Normal/Others,"CC Road- Prakash ahead of home, Gram panchayat- Chorbhatthi",Chhattisgarh,SAKTI(COLLECTOR SAKTI_IDA),"CC Road- Prakash ahead of home, Gram panchayat- Chorbhatthi",Kamlesh Jangde,JANJGIR CHAMPA(SC),Images,2025-01-10,1000000.0
141,Normal/Others,Construction of cycle stand.,Chhattisgarh,SAKTI(COLLECTOR SAKTI_IDA),Construction of cycle stand.,Kamlesh Jangde,JANJGIR CHAMPA(SC),Images,2024-12-05,500000.0
142,Normal/Others,"Construction of CC Road. Shyam Lal Chandra ahead of home, Gram Panchayat - Kashigarh",Chhattisgarh,SAKTI(COLLECTOR SAKTI_IDA),"Construction of CC Road. Shyam Lal Chandra ahead of home, Gram Panchayat - Kashigarh",Kamlesh Jangde,JANJGIR CHAMPA(SC),Images,2025-02-07,1000000.0
143,Normal/Others,Construction of Building for Sri.Vidhyadiraja Arts and Sports Club in Panmana Grama Panchayat of Chavra constituency,Kerala,KOLLAM(DISTRICT COLLECTOR KOLLAM_IDA),Construction of Building for Sri.Vidhyadiraja Arts and Sports Club in Panmana Grama Panchayat of Chavra constituency,Nk Premachandran,KOLLAM,Images,2024-09-27,96867.0
144,Normal/Others,Setting up of farmers’ training and assistance center in village Jalud at near Madhwashram Gaushala,Madhya Pradesh,Khargone (West Nimar)(DISTRICT COLLECTOR KHARGONE_IDA),Setting up of farmers’ training and assistance center in village Jalud at near Madhwashram Gaushala,Gajendra Singh Patel,KHARGONE(ST),,2025-02-20,2000000.0
145,Normal/Others,Setting up of farmers’ training and assistance center in village Jalud at near Gaushala,Madhya Pradesh,Khargone (West Nimar)(DISTRICT COLLECTOR KHARGONE_IDA),Setting up of farmers’ training and assistance center in village Jalud at near Gaushala,Gajendra Singh Patel,KHARGONE(ST),,2025-05-16,1500000.0
146,Normal/Others,"Puliya (Culvert) construction from Khamli khurd to Thhihayi Pahuch Marg in Gram Panchayat Pandripani, Vikas Khand - Gaurella",Chhattisgarh,Gaurela-Pendra-Marwahi(Collector GPM_IDA),"Puliya (Culvert) construction from Khamli khurd to Thhihayi Pahuch Marg in Gram Panchayat Pandripani, Vikas Khand - Gaurella",Jyotsna Charandas Mahant,KORBA,,2024-11-19,900000.0
147,Normal/Others,Construction of Flood protective wall in Periya Panayankulam weir in Nainaragaram Village of Kadayanallur Union.,Tamil Nadu,TENKASI(DISTRICT COLLECTOR TENKASI_IDA),Construction of Flood protective wall in Periya Panayankulam weir in Nainaragaram Village of Kadayanallur Union.,Rani Sri Kumar,TENKASI(SC),Images,2024-09-30,2486079.0
148,Normal/Others,Construction of protective wall and skin wall in Left side weir of Pattakulam in Sernthamangalam village of Melaneelithanallur Union.,Tamil Nadu,TENKASI(DISTRICT COLLECTOR TENKASI_IDA),Construction of protective wall and skin wall in Left side weir of Pattakulam in Sernthamangalam village of Melaneelithanallur Union.,Rani Sri Kumar,TENKASI(SC),Images,2024-09-30,2481067.0
149,Normal/Others,"Construction of Cement Concerete Road from house of Durga Vikas Dharange to house of Sunita Hedaoo at Galli No.24, Vinoba Bhave Nagar.",Maharashtra,NAGPUR(DISTRICT COLLECTOR NAGPUR_IDA),"Construction of Cement Concerete Road from house of Durga Vikas Dharange to house of Sunita Hedaoo at Galli No.24, Vinoba Bhave Nagar.",Nitin Jairam Gadkari,NAGPUR,Images,2024-09-30,458593.0
